col0,col1,col2,col3,col4,col5
Comarcal Council of Baix Ebre,Baix Ebre,1988-03-09,Spain,25,comarcal councillor of Baix Ebre
Comarcal Council of Alt Camp,Alt Camp,1988-03-09,Spain,19,comarcal councillor of Alt Camp
Comarcal Council of Urgell,Urgell,1988-03-09,Spain,19,comarcal councillor of Urgell
Comarcal Council of Anoia,Anoia,1988-03-09,Spain,33,comarcal councillor of Anoia
Comarcal Council of Tarragonès,Tarragonès,1988-03-09,Spain,33,comarcal councillor of Tarragonès
Comarcal Council of Noguera,Noguera,1988-03-09,Spain,19,comarcal councillor of Noguera
Comarcal Council of Gironès,Gironès,1988-03-09,Spain,33,comarcal councillor of Gironès
Comarcal Council of La Selva,Selva,1988-03-09,Spain,33,comarcal councillor of Selva
Comarcal Council of Ripollès,Ripollès,1988-03-09,Spain,19,comarcal councillor of Ripollès
Comarcal Council of Pla de l'Estany,Pla de l’Estany,1988-07-27,Spain,19,comarcal councillor of Pla de l'Estany
Comarcal Council of Alt Empordà,Alt Empordà,1988-03-09,Spain,33,comarcal councillor of Alt Empordà
Comarcal Council of Baix Llobregat,Baix Llobregat,1988-03-09,Spain,39,comarcal councillor of Baix Llobregat
Comarcal Council of Garraf,Garraf,1988-03-09,Spain,33,comarcal councillor of Garraf
Comarcal Council of Bages,Bages,1988-03-09,Spain,33,comarcal councillor of Bages
Comarcal Council of Vallès Occidental,Vallès Occidental,1988-03-09,Spain,39,comarcal councillor of Vallès Occidental
Comarcal Council of Pallars Sobirà,Pallars Sobirà,1988-03-09,Spain,19,comarcal councillor of Pallars Sobirà
Comarcal Council of Solsonès,Solsonès,1988-03-09,Spain,19,comarcal councillor of Solsonès
Comarcal Council of Barcelonès,Barcelonès,1988-03-09,Spain,39,comarcal councillor of Barcelonès
Comarcal Council of Maresme,Maresme,1988-03-09,Spain,33,comarcal councillor of Maresme
Comarcal Council of Garrotxa,Garrotxa,1988-03-09,Spain,25,comarcal councillor of Garrotxa
