col0,col1,col2
Russian Air Force,1912-08-12,Russian Aerospace Forces
Afghan Air Force,1924-08-22,Afghan Armed Forces
Colombian Air Force,1921-02-15,Military Forces of Colombia
Soviet Air Forces,1918-01-01,Soviet Armed Forces
Spanish Republican Air Force,1936-01-01,Spanish Republican Armed Forces
Royal Lao Air Force,1955-01-01,Royal Lao Armed Forces
Australian Flying Corps,1912-01-01,First Australian Imperial Force
Islamic Republic of Iran Air Force,1925-01-01,Islamic Republic of Iran Army
Ecuadorian Air Force,1920-01-01,Ecuadorian Armed Forces
Hungarian Air Force,1918-01-01,Hungarian Defence Force
Imperial Russian Air Service,1910-01-01,Imperial Russian Army
Bolivarian National Military Aviation of Venezuela,1946-01-01,National Bolivarian Armed Forces of Venezuela
Royal Jordanian Air Force,1955-09-25,Jordanian Armed Forces
Egyptian Air Force,1937-01-01,Egyptian Armed Forces
Lebanese Air Force,1949-01-01,Lebanese Armed Forces
Portuguese Air Force,1952-01-01,Portuguese Armed Forces
Royal Malaysian Air Force,1958-01-01,Malaysian Armed Forces
Royal New Zealand Air Force,1923-01-01,New Zealand Defence Force
Royal Air Force of Oman,1959-01-01,Sultan's Armed Forces
Mexican Air Force,1915-02-05,Mexican Armed Forces
