col0,col1,col2,col3
Harzsparkasse,Public law institute,16.8,Sparkasse
Sparkasse Wilhelmshaven,Public law institute,16.76,Sparkasse
Sparkasse Einbeck,Public law institute,14.89,Sparkasse
Sparkasse Mecklenburg-Strelitz,Public law institute,16.9,Sparkasse
Kasseler Sparkasse,Public law institute,23.64,Sparkasse
Sparkasse Bordesholm,Aktiengesellschaft,13.82,Sparkasse
Stadtsparkasse Augsburg,Public law institute,18.39,Sparkasse
Sparkasse zu Lübeck,joint-stock company,11.98,Sparkasse
Sparkasse Witten,Public law institute,11.53,Sparkasse
Sparkasse Westholstein,Public law institute,12.64,Sparkasse
Sparkasse Südholstein,Public law institute,11.71,Sparkasse
Sparkasse Stade-Altes Land,Public law institute,14.36,Sparkasse
Sparkasse Spree-Neiße,Public law institute,43.28,Sparkasse
Sparkasse Schweinfurt,Public law institute,13.99,Sparkasse
