col0,col1,col2,col3,col4
Stellar,Stellar discography,2011-01-01,Seoul,2011-01-01
Laboum,Laboum discography,2014-08-28,Seoul,2014-01-01
CLC,CLC discography,2015-01-01,Seoul,2015-01-01
I.O.I,I.O.I. discography,2016-01-01,Seoul,2016-01-01
Blackpink,Blackpink discography,2016-01-01,Seoul,2016-01-01
Twice,Twice discography,2015-10-20,Seoul,2015-01-01
Mamamoo,Mamamoo discography,2014-06-18,Seoul,2014-01-01
GFriend,GFriend discography,2015-01-01,Seoul,2015-01-01
Red Velvet,Red Velvet discography,2014-07-27,Seoul,2014-01-01
April,April discography,2015-08-24,South Korea,2015-01-01
