col0,col1,col2,col3
"Sony Discos, Inc.","CBS Discos, Inc.",corporation,Sony Discos
"EMI, Ltd.",Electric & Musical Industries Ltd.,private company limited by shares,Emidisc
"EMI-Odeon, S.A.","Compañía del Gramófono-Odeon, S.A.E.",sociedad anónima,EMI
"Movieplay, S.A.","Sonoplay, S.A.",sociedad anónima,Movieplay
CBS Sugar Compagnia Generale Del Disco S.p.A.,CBS Italiana S.p.A.,S.p.A.,CGD
Prestige Records Inc.,Prestige Record Co.,corporation,Prestige
Chrysalis Records Ltd.,Chrysalis Productions Ltd.,private company limited by shares,Chrysalis Records
Universal-Island Records Ltd.,Island Records Ltd.,private company limited by shares,Island Records
Island Records Limited,Universal-Island Records Ltd.,private company limited by shares,Island Records
"Columbia Records, Inc.",Columbia Recording Corporation,corporation,Columbia Records
WEA Records Ltd.,Kinney Record Group Ltd.,private company limited by shares,Real Records
EMI Music Italy S.p.A.,EMI Italiana S.p.A.,S.p.A.,EMI Music Italy
Warner Records LLC,Warner Bros. Records Inc.,limited liability company,Warner Records
CBS Dischi S.p.A.,CBS Sugar Compagnia Generale Del Disco S.p.A.,S.p.A.,CBS
RCA S.p.A.,RCA Italiana S.p.A.,S.p.A.,RCA Italiana
Warner Music Italia S.r.l.,Warner Music Italia S.p.A.,società a responsabilità limitata,Warner Music Italy
TELDEC Schallplatten GmbH,TELDEC »Telefunken-Decca« Schallplatten GmbH,GmbH,Teldec
EMI Music Italy S.r.l.,EMI Music Italy S.p.A.,società a responsabilità limitata,EMI Music Italy
"Fonomusic, S.A.","Movieplay, S.A.",sociedad anónima,Fonomusic
"Warner Music Spain, S.A.","DRO Atlantic, S.A.",sociedad anónima,Warner Music Spain
