col0,col1,col2,col3
Rocha Peixoto Municipal Library,Portugal,architectural structure,Portuguese National Network of Public Libraries
Biblioteca Municipal de Chaves,Portugal,cultural heritage,Portuguese National Network of Public Libraries
Oulu City Library,Finland,public library,OUTI libraries
Historical Council Library,Germany,library,Stadtarchiv Weißenburg i. Bay.
Children Literature Documentation Center of Donostia,Spain,municipal library,Donostia Central Library (Donostiako Udal Liburutegia)
Nordhausen Public Library,Germany,municipal library,local government
Santa Maria da Feira Library,Portugal,municipal library,Portuguese National Network of Public Libraries
Biblioteca Lúcio Craveiro da Silva,Portugal,municipal library,Portuguese National Network of Public Libraries
Biblioteca Municipal de Viana do Castelo,Portugal,municipal library,Portuguese National Network of Public Libraries
Nordhausen Public Library,Germany,public library,local government
Santa Maria da Feira Library,Portugal,public library,Portuguese National Network of Public Libraries
Biblioteca Lúcio Craveiro da Silva,Portugal,public library,Portuguese National Network of Public Libraries
Biblioteca Municipal de Viana do Castelo,Portugal,public library,Portuguese National Network of Public Libraries
