col0,col1,col2,col3,col4
2011 Four Continents Figure Skating Championships - ice dancing short dance,2011 Four Continents Figure Skating Championships - ice dancing,12,International Skating Union,ice dance
2012 Four Continents Figure Skating Championships - ice dancing short dance,2012 Four Continents Figure Skating Championships - ice dancing,11,International Skating Union,ice dance
2013 Four Continents Figure Skating Championships - ice dancing short dance,2013 Four Continents Figure Skating Championships - ice dancing,13,International Skating Union,ice dance
2014 Four Continents Figure Skating Championships - ice dancing short dance,2014 Four Continents Figure Skating Championships - ice dancing,15,International Skating Union,ice dance
2015 Four Continents Figure Skating Championships - ice dancing short dance,2015 Four Continents Figure Skating Championships - ice dancing,13,International Skating Union,ice dance
2016 Four Continents Figure Skating Championships - ice dancing short dance,2016 Four Continents Figure Skating Championships - ice dancing,16,International Skating Union,ice dance
2017 Four Continents Figure Skating Championships - ice dancing short dance,2017 Four Continents Figure Skating Championships - ice dancing,16,International Skating Union,ice dance
2018 Four Continents Figure Skating Championships - ice dancing short dance,2018 Four Continents Figure Skating Championships - ice dancing,14,International Skating Union,ice dance
2018 European Figure Skating Championships - ice dancing short dance,2018 European Figure Skating Championships - ice dancing,31,International Skating Union,ice dance
2017 European Figure Skating Championships - ice dancing short dance,2017 European Figure Skating Championships - ice dancing,30,International Skating Union,ice dance
2016 European Figure Skating Championships - ice dancing short dance,2016 European Figure Skating Championships - ice dancing,28,International Skating Union,ice dance
