col0,col1,col2
Lapierre,1946-01-01,France
Benjamin,1921-01-01,France
Magnat-Debon,1893-01-01,France
Manufrance,1887-01-01,France
Cycles Peugeot,1810-01-01,France
Sparta B.V.,1917-01-01,Netherlands
Viberti,1922-01-01,Italy
Casalini,1939-01-01,Italy
Maserati,1914-01-01,Italy
Triumph Motorcycles Ltd,1886-01-01,United States of America
Henderson Motorcycle,1911-01-01,United States of America
Ace Motor Corporation,1919-01-01,United States of America
Neander (motorcycle),1924-01-01,Germany
Panther motorcycle,1924-01-01,United Kingdom
ASPI,1945-01-01,Italy
MAS,1920-01-01,Italy
Montesa Honda,1986-07-01,Spain
Dunkley,1896-01-01,United Kingdom
