col0,col1,col2,col3,col4
2017 Grand Prix Impanis-Van Petegem,199.6,Sport Vlaanderen-Baloise 2017,43.383,Belgium
2017 Tour de l'Eurométropole,188.6,Aqua Blue Sport 2017,43.467,Belgium
2017 Brussels Cycling Classic,201.3,UAE Team Emirates 2017,43.169,Belgium
2016 Giro del Piemonte,207.0,AG2R La Mondiale 2016,46.81,Italy
2016 Milano–Torino,186.0,AG2R La Mondiale 2016,44.01,Italy
2016 Gran Premio Bruno Beghelli,196.3,FDJ 2016,44.39,Italy
2016 Giro dell'Emilia,213.0,FDJ 2016,41.57,Italy
2017 Grand Prix de Denain,196.4,Sport Vlaanderen-Baloise 2017,43.642,France
2017 Grand Prix de Fourmies,205.0,UAE Team Emirates 2017,46.86,France
2017 Gran Premio di Lugano,185.6,UAE Team Emirates 2017,36.605,Switzerland
2017 Brabantse Pijl,197.0,Bahrain-Merida 2017,41.566,Belgium
2017 Scheldeprijs,202.0,Bahrain-Merida 2017,44.006,Belgium
2019 Grand Prix de Denain,198.0,Riwal Readynez 2019,45.4,France
Gran Premio Industria y Artigianato-Larciano 201,199.2,Riwal Readynez 2019,42.68,Italy
