col0,col1,col2,col3
Staf-Arons,wood,Suriname,Pad van Wanica
Twistrust,coffee bean,Suriname,Matapica Kanaal
Sporksgift,coffee bean,Suriname,Matapica Kanaal
Spieringszorg,coffee bean,Suriname,Matapica Kanaal
Vaderszorg-en-Carelsdeel,cotton,Suriname,Matapica Kanaal
Vaderszorg,cotton,Suriname,Matapica Kanaal
Welgevonden,wood,Suriname,Tawajarie Kreek
Voorgrond,wood,Suriname,Marechals Kreek
Téméraire,wood,Suriname,Marechals Kreek
Welgemoed en Toevlugt,coffee bean,Suriname,Orleana Kreek
Vuide Bouteille,coffee bean,Suriname,Orleana Kreek
Vrouwenvlijt,coffee bean,Suriname,Orleana Kreek
Vrieshoop,coffee bean,Suriname,Orleana Kreek
Twee Gebroeders Beutslust,coffee bean,Suriname,Orleana Kreek
Tulpenburg,coffee bean,Suriname,Orleana Kreek
