col0,col1,col2,col3,col4
Giant Bicycles,Dajia District,Kommanditgesellschaft,Taiwan,1972-01-01
KhVZ,Kharkiv,closed joint-stock company,Ukraine,1923-01-01
VSF Fahrradmanufaktur,Berlin,registered association,Germany,1985-01-01
Cube,Waldershof,GmbH & Co. KG,Germany,1993-01-01
Kettler,Ense,GmbH & Co. KG,Germany,1949-01-01
Gudereit,Bielefeld,GmbH & Co. KG,Germany,1949-01-01
August Rabeneick GmbH,Brackwede,GmbH,Germany,1930-01-01
Canyon Bicycles,Koblenz,GmbH,Germany,2002-01-01
Riese & Müller,Darmstadt,GmbH,Germany,1993-01-01
Diamant,Chemnitz,GmbH,Germany,1885-01-01
MIFA Mitteldeutsche Fahrradwerke,Sangerhausen,Aktiengesellschaft,Germany,1907-01-01
Focus Bikes,Cloppenburg,joint-stock company,Germany,1992-01-01
Victoria,Nuremberg,joint-stock company,Germany,1901-01-01
Caloi,São Paulo,S.A.,Brazil,1898-01-01
