col0,col1,col2
Auntie Anne's,Anne F. Beiler,Lancaster U.S. Post Office building
Hungry Jack's,James McLamore,Osborne Park
Domino's Pizza,Daniel Melihov,Ann Arbor Charter Township
Dunkin',William Rosenberg,Canton
Benihana,Hiroaki Aoki,Doral
Cracker Barrel,Dan Evins,Lebanon
Skyline Chili,Nicholas Lambrinides,Fairfield
Hard Rock Cafe,Isaac Tigrett,Davie
Church's Chicken,"George W. Church, Sr.",Sandy Springs
Panda Express,Andrew Cherng,Rosemead
Denny's,Harold Butler,Spartanburg
The Cheesecake Factory,David M. Overton,Calabasas
Jimmy John's,James P. Liautaud,Champaign
Tim Hortons,Tim Horton,Oakville
TGI Fridays,Daniel R. Scoggin,Carrollton
Kotipizza,Rabbe Grönblom,Vaasa
Chuck E. Cheese,Nolan Bushnell,Irving
Pizza Hut,Dan and Frank Carney,Plano
Outback Steakhouse,Chris T. Sullivan,Tampa
Krispy Kreme,Vernon Rudolph,Winston-Salem
