col0,col1,col2,col3
VUC,Netherlands,The Hague,The Hague
Quick '20,Netherlands,Oldenzaal,Oldenzaal
SV Marken,Netherlands,Waterland,Waterland
VV Young Boys,Netherlands,Haarlem,Haarlem
RKVV DESO,Netherlands,Oss,Oss
RKSV De Ster,Netherlands,Stein,Stein
Voorschoten '97,Netherlands,Voorschoten,Voorschoten
DVS'33 Ermelo,Netherlands,Ermelo,Ermelo
VV Noordwijk,Netherlands,Noordwijk,Noordwijk
VV Rijsoord,Netherlands,Ridderkerk,Ridderkerk
RVVH,Netherlands,Ridderkerk,Ridderkerk
VV Zwaluwen,Netherlands,Vlaardingen,Vlaardingen
