col0,col1,col2,col3,col4
2013 Four Continents Figure Skating Championships - men's singles free skating,senior,23,Andrei Rogozine,International Skating Union
2014 Four Continents Figure Skating Championships - pair skating free skating,senior,7,Alexa Scimeca Knierim,International Skating Union
2014 Four Continents Figure Skating Championships - ladies' singles free skating,senior,21,Lejeanne Marais,International Skating Union
figure skating at the 2013 Winter Universiade - men's singles free skating,senior,24,Ali Demirboğa,International Skating Union
figure skating at the 2013 Winter Universiade - ladies' singles free skating,senior,24,Jelena Glebova,International Skating Union
figure skating at the 2013 Winter Universiade - pair skating free skating,senior,5,Evgenia Tarasova,International Skating Union
figure skating at the 2012 Winter Youth Olympics - men's singles free skating,junior,16,Michael Christian Martinez,International Olympic Committee
2016 European Figure Skating Championships - men's singles free skating,senior,24,Jorik Hendrickx,International Skating Union
2015 European Figure Skating Championships - ladies' singles free skating,senior,24,Nathalie Weinzierl,International Skating Union
2015 European Figure Skating Championships - pair skating free skating,senior,14,Mari Vartmann,International Skating Union
