col0,col1,col2,col3,col4
Whitman College,Annapolis Group,baccalaureate colleges: arts and sciences focus,Walla Walla,Scholarly Publishing and Academic Resources Coalition
Spring Hill College,Association of Jesuit Colleges and Universities,baccalaureate colleges: arts and sciences focus,Mobile,Association of Jesuit Colleges and Universities
Rockhurst University,Association of Jesuit Colleges and Universities,master's colleges and universities: larger programs,Kansas City,Association of Jesuit Colleges and Universities
Marymount University,Association of Catholic Colleges and Universities,master's colleges and universities: larger programs,Virginia,"ORCID, Inc."
Loyola Marymount University,Association of Jesuit Colleges and Universities,master's colleges and universities: larger programs,Los Angeles,Association of Jesuit Colleges and Universities
Hobart and William Smith Colleges,Annapolis Group,baccalaureate colleges: arts and sciences focus,New York,LIGO Scientific Collaboration
Allegheny College,Great Lakes Colleges Association,baccalaureate colleges: arts and sciences focus,Meadville,Annapolis Group
Grinnell College,Midwest Conference,baccalaureate colleges: arts and sciences focus,Grinnell,Scholarly Publishing and Academic Resources Coalition
Lake Forest College,Associated Colleges of the Midwest,baccalaureate colleges: arts and sciences focus,Lake Forest,Center for Research Libraries
Iona College,Association of Catholic Colleges and Universities,master's colleges and universities: larger programs,New Rochelle,Association of Catholic Colleges and Universities
Regis University,Association of Jesuit Colleges and Universities,master's colleges and universities: larger programs,Denver,Association of Jesuit Colleges and Universities
Butler University,Council of Independent Colleges,master's colleges and universities: larger programs,Indianapolis,Big East Conference
Bryn Mawr College,Seven Sisters,baccalaureate colleges: arts and sciences focus,Bryn Mawr,Coalition for Networked Information
Pepperdine University,National Association of Independent Colleges and Universities,doctoral university: moderate research activity,Malibu,Center for Research Libraries
University of Rochester,Association of American Universities,doctoral university: highest research activity,Rochester,Scholarly Publishing and Academic Resources Coalition
