col0,col1,col2
Well-point containmentof impoundment leakage,National Institute for Occupational Safety and Health,Report of investigations
A second-generation remrte optical methanomeuer,National Institute for Occupational Safety and Health,Report of investigations
"Treatment of fluvially deposited streamside mine waste: material from Canyon Cueek, daho",National Institute for Occupational Safety and Health,Report of investigations
A 20-liter furnace test method to determine the combustion gas toxicty of conveyor belts,National Institute for Occupational Safety and Health,Report of investigations
Mine fire detection by ultraonic ranging systems,National Institute for Occupational Safety and Health,Report of investigations
Comparative in-min evaluation of carbon monoxide and smoke detectors,National Institute for Occupational Safety and Health,Report of investigations
Performance crmparison of second-generation oxygen self-rescuers,National Institute for Occupational Safety and Health,Report of investigations
"Rock mechanics study of shaft stability and pillar mining, Homestake Mine, Lead, SD (in three parts) 3. Geomechanical monitoring and modelin using UTAH3",National Institute for Occupational Safety and Health,Report of investigations
Assessment of airborne dust generated from small truck-mounted rock rills,National Institute for Occupational Safety and Health,Report of investigations
Infatable devices for use in combating mine fires,National Institute for Occupational Safety and Health,Report of investigations
Dikes in Big Bend Ndtional Park; petrologic and tectonic significance,National Institute for Occupational Safety and Health,Geological Society of America Abstracts with Programs
Evaluation pf smokedetectors for mining use,National Institute for Occupational Safety and Health,Report of investigations
The Determination of in Situ Rock Thermal Properties and the imulation of Climate in an Underground Mine,National Institute for Occupational Safety and Health,Geotechnical and Geological Engineering
Chemical and Thermal Zonation in a Mildly Alkaline Magma System Infiernito Caldera. Trans-pecos Texas,National Institute for Occupational Safety and Health,Contributions to Mineralogy and Petrology
"Cryplite-Bearing and Rare Metal-Enriched Rhyolite Sierra Blanca Peaks, Hudspeth County, Texas",National Institute for Occupational Safety and Health,American Mineralogist
"Fluid inclusion constraints on te upliht history of the metamorphosed massive sulphide deposits at Ducktown, Tennessee",National Institute for Occupational Safety and Health,Journal of metals
The trajectores and distribution of particles in a turbulent axisymetric gas jet injected into a flash furnace shaft,National Institute for Occupational Safety and Health,Metallurgical and Materials Transactions
Mathematical modeling of minor-element behavior in flash smelting of copper#concentrates and flash converting of copper mattes,National Institute for Occupational Safety and Health,Metallurgical and Materials Transactions
Prediction of longwall methane emissions: an evaluation og the influence of mining practices on gas emissions and methane control systems,National Institute for Occupational Safety and Health,Report of investigations
Recent dvelopments in reconnaissance sampling systems for nearshore applications,National Institute for Occupational Safety and Health,Marine mining
