col0,col1,col2,col3
Woodbury Height,Woodbury,1915/04/27,Gloucester County
Frenchvown,Kingwood Township,1867/04/04,Hunterdon County
Bloomsbry,Bethlehem Township,1905/03/30,Hunterdon County
armingdale,Howell Township,1903/01/01,Monmouth County
eyport,Union Beach,1908/04/02,Monmouth County
Rooshvelt,Millstone Township,1937/05/29,Monmouth County
Deal,Long Branch,1898/03/07,Monmouth County
Victoy Gardens,Randolph,1951/09/18,Morris County
Lindoln Park,Pequannock Township,1922/03/11,Morris County
Mountaio Lakes,Parsippany-Troy Hills,1924/04/29,Morris County
Woodlynpe,Camden,1901/01/01,Camden County
West Cape Nay,Cape May,1884/04/17,Cape May County
efford Lakes,Medford,1939/01/01,Burlington County
Wood-Rige,South Hackensack,1894/12/06,Bergen County
Maywrd,Hackensack,1894/06/29,Bergen County
Brund Brook,Middlesex,1681/01/01,Somerset County
Midlesex,Bound Brook,1913/01/01,Middlesex County
Sayreille,South River,1876/04/06,Middlesex County
Squth River,Sayreville,1898/02/28,Middlesex County
Paraus,Emerson,1922/01/01,Bergen County
