col0,col1,col2,col3,col4,col5
HSC Emeraude France,1990-01-01,3012,Incat,74.0,Barbados
HSC Tarifa Jet,1997-01-01,4995,Incat,86.0,Republic of Cyprus
HSC Master Jet,1991-01-01,3003,Incat,74.0,Republic of Cyprus
HSC Condor Vitesse,1997-01-01,5007,Incat,86.0,Republic of Cyprus
HSC Condor Express,1996-01-01,5005,Incat,86.0,Republic of Cyprus
HSC Hai Xia Hao,2002-01-01,6556,Incat,97.22,People's Republic of China
Red Jet 6,2016-01-01,360,Wight Shipyard,41.0,United Kingdom
HSC Our Lady Patricia,1986-01-01,312,Incat,29.62,United Kingdom
HSC Manannan,1998-01-01,5743,Incat,96.0,United Kingdom
HSC Normandie Express,2000-01-01,6581,Incat,97.22,France
HSC Atlantic Express,1991-01-01,2998,Incat,74.0,Uruguay
HSC Francisco,2013-01-01,7109,Incat,99.0,Uruguay
Dodekanisos Express,2000-01-01,528,Umoe Mandal,40.0,Greece
HSC Mega Jet,1995-01-01,3989,Incat,78.0,Greece
