col0,col1,col2,col3
Institute of Petrochemical Processes,1929-01-01,Azerbaijan,527
S.I. Vavilov Institute for the History of Science and Technology,1932-02-28,Russia,200
Dukhov Automatics Research Institute,1954-01-01,Russia,5000
FWRC FPA,1912-01-01,Russia,103
CSELT,1964-12-01,Italy,1200
Institute for the Languages of Finland,1976-03-01,Finland,80
ICFO,2002-01-01,Spain,400
Ruđer Bošković Institute,1950-01-01,Croatia,900
Wellcome Centre for Human Genetics,1994-01-01,United Kingdom,470
National Biodefense Analysis and Countermeasures Center,2002-01-01,United States of America,180
Norwegian Centre for Violence and Traumatic Stress Studies,2004-01-01,Norway,101
Danish Institute for International Studies,2003-01-01,Denmark,150
Raman Research Institute,1948-01-01,India,122
Forstliche Versuchs- und Forschungsanstalt Baden-Württemberg,1958-01-01,Germany,296
Deutsches Zentrum für Neurodegenerative Erkrankungen,2009-01-01,Germany,900
Southwestern University of Finance and Economics,1925-01-01,People's Republic of China,1656
Wellcome Sanger Institute,1992-01-01,United Kingdom,900
Inria,1967-01-01,France,2500
Stockholm International Peace Research Institute,1966-05-06,Sweden,55
Santa Fe Institute,1984-01-01,United States of America,50
