col0,col1,col2
OFC Oostzaan,Oostzaan,1932-01-01
VVA/Spartaan,Amsterdam,1901-01-01
VV Chevremont,Kerkrade,1910-01-01
Achilles 1894,Assen,1894-01-01
Nivo Sparta,Zaltbommel,1953-10-05
AZSV,Aalten,1948-01-01
SC Woezik,Wijchen,1961-01-01
HVV Hollandia,Hoorn,1898-01-01
AVV Swift,Amsterdam,1910-01-01
Sportlust '46,Woerden,1946-10-05
Magreb '90,Utrecht,1919-01-01
Dieze West,Zwolle,1982-01-01
Be Quick 1887,Groningen,1887-01-01
Amsterdamsche FC,Amsterdam,1895-01-01
VV De Bataven,Lingewaard,1932-01-01
