col0,col1,col2,col3
Cavalry and Guards Club,United Kingdom,City of Westminster,gentlemen's club
Caledonian Club,United Kingdom,Belgravia,gentlemen's club
Calcutta Club,India,"Ward No. 71, Kolkata Municipal Corporation",gentlemen's club
The Australian Club,Australia,Sydney,gentlemen's club
Athenaeum Club,Australia,Victoria,gentlemen's club
1920 Club,United Kingdom,City of Westminster,gentlemen's club
Knickerbocker Club,United States of America,Manhattan,gentlemen's club
St Stephen's Club,United Kingdom,City of Westminster,gentlemen's club
National Liberal Club,United Kingdom,London,gentlemen's club
Society of Dilettanti,United Kingdom,London,gentlemen's club
White's,United Kingdom,City of Westminster,gentlemen's club
Reform Club,United Kingdom,City of Westminster,gentlemen's club
Carlton Club,United Kingdom,City of Westminster,gentlemen's club
Brooks's,United Kingdom,City of Westminster,gentlemen's club
All England Lawn Tennis and Croquet Club,United Kingdom,London,gentlemen's club
