col0,col1,col2,col3,col4,col5
"2018 Tour de France, stage 9",167,AG2R La Mondiale 2018,"2018 Tour de France, stage 8",2018-07-15,Roubaix
"2018 Arctic Race of Norway, stage 2",108,Katusha-Alpecin 2018,"2018 Arctic Race of Norway, stage 1",2018-08-17,Kjøllefjord
2018 Giro d'Italia Stage 17,158,Sky 2018,2018 Giro d'Italia Stage 16,2018-05-23,Iseo
2018 Giro d'Italia Stage 10,169,Sky 2018,2018 Giro d'Italia Stage 9,2018-05-15,Gualdo Tadino
"2019 Ladies Tour of Norway, Stage 2",107,Trek-Segafredo Women 2019,"2019 Ladies Tour of Norway, Stage 1",2019-08-23,Askim
"2019 Tour of Norway, Stage 5",104,Sunweb 2019,"2019 Tour of Norway, Stage 4",2019-06-01,Drammen
"2019 Tour of Norway, Stage 3",115,Sunweb 2019,"2019 Tour of Norway, Stage 2",2019-05-30,Kristiansand
"2019 Giro d'Italia, stage 2",175,Sunweb 2019,"2019 Giro d'Italia, stage 1",2019-05-12,Fucecchio
"2019 Giro d'Italia, stage 6",167,AG2R La Mondiale 2019,"2019 Giro d'Italia, stage 5",2019-05-16,San Giovanni Rotondo
"2019 Tour de France, stage 8",172,2019 Astana,"2019 Tour de France, stage 7",2019-07-13,Saint-Étienne
"2017 Vuelta a España, Stage 7",185,UAE Team Emirates 2017,"2017 Vuelta a España, Stage 6",2017-08-25,Cuenca
2018 Giro d'Italia Stage 5,173,Groupama-FDJ 2018,2018 Giro d'Italia Stage 4,2018-05-09,Santa Ninfa
"2018 Tour de France, stage 15",150,AG2R La Mondiale 2018,"2018 Tour de France, stage 14",2018-07-22,Carcassonne
"2016 Tour des Fjords, Stage 3",117,Fortuneo-Vital Concept 2016,"2016 Tour des Fjords, Stage 2",2016-09-02,Suldalsosen
"2016 Tour des Fjords, Stage 4",112,Fortuneo-Vital Concept 2016,"2016 Tour des Fjords, Stage 3",2016-09-03,Sandnes
