col0,col1,col2,col3,col4
ABN AMRO,Netherlands,Gerrit Zalm,European Multilateral Clearing Facility N.V.,banking
HypoVereinsbank,Germany,Theodor Weimer,Hypo-Haus,banking
UBS,Switzerland,Sergio Ermotti,Polybahn,banking
Wells Fargo,United States of America,Timothy J. Sloan,Wells Fargo Plaza,banking
ABN AMRO,Netherlands,Gerrit Zalm,George Best Belfast City Airport,banking
UBS,Switzerland,Sergio Ermotti,"Schloss Wolfsberg, Ermatingen",Finance
The Royal Bank of Scotland,United Kingdom,Ross McEwan,Friars Square,Finance
HypoVereinsbank,Germany,Theodor Weimer,HypoVereinsbank Art Collection,Finance
Wells Fargo,United States of America,Timothy J. Sloan,Wachovia Tower,Finance
Citibank,United States of America,Michael Corbat,Torre Cuscatlán,Finance
