col0,col1,col2,col3,col4
WASH,iHeartMedia,United States of America,1948-01-01,"Washington, D.C."
WAMU,American University,United States of America,1951-01-01,"Washington, D.C."
WLTW,iHeartMedia,United States of America,1961-01-01,New York City
WOR,iHeartMedia,United States of America,1922-01-01,New York City
WAXQ,iHeartMedia,United States of America,1956-01-01,New York City
WBAR,Barnard College,United States of America,1993-01-01,New York City
WFUV,Fordham University,United States of America,1947-01-01,New York City
WNYU-FM,New York University,United States of America,1980-01-01,New York City
WKCR-FM,Columbia University,United States of America,1941-01-01,New York City
WBBR,Bloomberg L.P.,United States of America,1922-01-01,New York City
WEPN,The Walt Disney Company,United States of America,1922-01-01,New York City
RTÉ Raidió na Gaeltachta,Raidió Teilifís Éireann,Ireland,1972-01-01,Ireland
CKOI-FM,Cogeco,Canada,1976-01-01,Montreal
