col0,col1,col2,col3,col4
Europcar 2014,Direct Énergie,UCI ProTeam,Team Europcar,France
Giant-Shimano 2014,Team Sunweb,UCI ProTeam,Giant-Shimano,Netherlands
Orica-GreenEDGE 2014,Mitchelton-Scott,UCI ProTeam,Orica-GreenEDGE,Australia
Sky 2014,Team Ineos,UCI ProTeam,Sky,United Kingdom
2014 Movistar Team season,Movistar Team,UCI ProTeam,Moviestar Team,Spain
2013 Euskaltel-Euskadi season,Euskaltel-Euskadi,cycling team season,Euskaltel-Euskadi,Spain
2012 Euskaltel-Euskadi season,Euskaltel-Euskadi,cycling team season,Euskaltel-Euskadi,Spain
2013 Euskaltel-Euskadi season,Euskaltel-Euskadi,UCI ProTeam,Euskaltel-Euskadi,Spain
2012 Euskaltel-Euskadi season,Euskaltel-Euskadi,UCI ProTeam,Euskaltel-Euskadi,Spain
Saxo Bank 2010,Tinkoff,cycling team season,Saxo Bank,Denmark
Garmin-Transitions 2010,EF Pro Cycling,cycling team season,Garmin-Transitions,United States of America
