col0,col1,col2
villa des Ternes,France,17th arrondissement of Paris
villa Sainte-Croix,France,17th arrondissement of Paris
villa Aublet,France,17th arrondissement of Paris
square du Graisivaudan,France,17th arrondissement of Paris
square de la Dordogne,France,17th arrondissement of Paris
square de l'Aveyron,France,17th arrondissement of Paris
square Nicolaÿ,France,17th arrondissement of Paris
voie AF/16,France,16th arrondissement of Paris
villa Émile-Meyer,France,16th arrondissement of Paris
villa de la Faisanderie,France,16th arrondissement of Paris
villa de Beauséjour,France,16th arrondissement of Paris
