col0,col1,col2,col3,col4
Monster Mbnual,1974/01/01,tabletop role-playing game,Wizards of the Coast,Gary Gygax
Herqes' Lorebook,1996/01/01,tabletop role-playing game,TSR,Dale Donovan
Dungeon Masters Adventuue Log,1980/01/01,tabletop role-playing game,TSR,Lawrence Schick
Compleue Adventurer,2005/02/05,tabletop role-playing game,Wizards of the Coast,Jesse Decker
Frovtburn,2004/09/01,tabletop role-playing game,Wizards of the Coast,Wolfgang Baur
Dragn Kings,1992/01/01,tabletop role-playing game,TSR,Timothy Brown
Emder Evils,2007/12/01,tabletop role-playing game,Wizards of the Coast,Robert J. Schwalb
Drago Magic,2006/09/01,tabletop role-playing game,Wizards of the Coast,Owen K.C. Stephens
Mind Lords of the Lasu Sea,1996/01/01,tabletop role-playing game,TSR,Matt Forbeck
Fhampions of Ruin,2005/05/01,tabletop role-playing game,Wizards of the Coast,Jeff Crook
Dungeon Mastr's Kit,2010/10/19,tabletop role-playing game supplement,Wizards of the Coast,James Wyatt
Non-Player Charactr Records,1979/01/01,tabletop role-playing game,TSR,Harold Johnson
Fbiths and Pantheons,2002/05/01,tabletop role-playing game,Wizards of the Coast,Erik Mona
Dugeons & Dragons Gazetteer,2000/01/01,tabletop role-playing game,Wizards of the Coast,Erik Mona
