col0,col1,col2,col3,col4,col5
Portuguese men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Portugal,Portuguese men's U23 national road cycling team
Colombian men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Colombia,Colombian men's U23 national road cycling team
German men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,Germany,German men's U23 national road cycling team
United States men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,United States of America,United States men's U23 national road cycling team
French men's U23 national road cycling team 2010,road bicycle racing,under-23 national cycling team,2010-01-01,France,French men's U23 national road cycling team
Czech men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Czech Republic,Czech men's U23 national road cycling team
Australian men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Australia,Australian men's U23 national road cycling team
Swiss men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Switzerland,Swiss men's U23 national road cycling team
Canadian men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Canada,Canadian men's U23 national road cycling team
Norwegian men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Norway,Norwegian men's U23 national road cycling team
Spanish men's U23 national road cycling team 2011,road bicycle racing,under-23 national cycling team,2011-01-01,Spain,Spanish men's U23 national road cycling team
