col0,col1,col2
"Once""Upon a Time",Rumour Has It,Casablanca Records
Grodbye Yellow Brick Rod,Funeral for a Friend/Love Lies Bleeding,DJM Records
196—1967,I Want to Hold Your Hand,Apple
Rattle and Hu,All I Want Is You,Island Records
Greatest Hit,Sweetheart,Columbia Records
Londo Calling,Train In Vain (Stand By Me),Columbia Records
Aeril,Aerial,EMI Records
Odeusa,Odessa,Polydor Records
Great Truckin' Songspf the Renaissance,Defecate On My Face,Elvis Records
Steve Wonder's Original Musiquarium I,Higher Ground,Tamla
Super its,L'école est finie,Philips Records
H.M.S. onova,Lord of the Reedy River,Dawn Records
A Symphony ofBritish Music,Running Up That Hill (A Deal With God) 2012 Remix,Decca
1967–2970,"Ob-La-Di, Ob-La-Da",Apple
Rock 'n' oll Mujc,Boys,Parlophone
The Best o Morrissey - Suedehead,Suedehead,EMI
What Is Beat,Best Friend,Go Feet Records
"Live! at the Star-Club in Hamburg, Germany; 192",Hippy Hippy Shake,Lingasong Records
Ho Rocks 1964-1971,(I Can't Get No) Satisfaction,London Records
McKinley Morgangield,Just Make Love to Me,Chess Records
