col0,col1,col2,col3,col4
Clay County,1661,Henry Clay,0.3,15402
Boone County,1559,Daniel Boone,1.9,37396
Dallas County,1731,George M. Dallas,0.1,7933
Calhoun County,1638,John C. Calhoun,0.6,5241
Lafayette County,1412,"Gilbert du Motier, Marquis de Lafayette",3.1,7252
Crawford County,1565,William H. Crawford,1.8,61640
Pike County,1590,Zebulon Pike,2.2,11177
Lee County,1604,Robert E. Lee,2.7,10015
Cleveland County,1551,Grover Cleveland,0.2,8593
Franklin County,1605,Benjamin Franklin,1.7,18034
Grant County,1639,Ulysses S. Grant,0.2,18019
Polk County,2234,James K. Polk,0.6,20406
