col0,col1,col2
"St. Hugh's Charterhouse, Parkminster",Cowfold,Carthusians
Pleterje Charterhouse,Šentjernej Municipality,Carthusians
Gaming Charterhouse,Gaming,Carthusians
Charterhouse of the Transfiguration,Arlington,Carthusians
Marienau Charterhouse,Bad Wurzach,Carthusians
Pisa Charterhouse,Calci,Carthusians
Certosa di Padula,Padula,Carthusians
"Certosa di Farneta, Province of Lucca",Lucca,Carthusians
Charterhouse of Aula Dei,Zaragoza,Carthusians
Miraflores Charterhouse,Burgos,Carthusians
Monastery of Santa Maria de las Cuevas,Seville,Carthusians
