col0,col1,col2,col3
Oxford University Museum of Natural History,Oxford,United Kingdom,1860-01-01
Pitt Rivers Museum,Oxford,United Kingdom,1884-01-01
"Museum of Archaeology and Anthropology, University of Cambridge",Cambridge,United Kingdom,1884-01-01
Fitzwilliam Museum,Cambridge,United Kingdom,1816-01-01
University Museum Groningen,Groningen,Netherlands,1932-01-01
Istanbul Zoology Museum,Istanbul Province,Turkey,1933-01-01
Sakıp Sabancı Museum,Istanbul Province,Turkey,2002-01-01
Natural History Museum of Ege University,İzmir Province,Turkey,1973-01-01
METU Science and Technology Museum,Ankara,Turkey,2003-01-01
Athens University Museum,Athens,Greece,1987-01-01
"Museum of Biomedical Sciences, Chieti",Chieti,Italy,1994-01-01
