col0,col1,col2,col3,col4
Club Náutico San Isidro,Argentina,1910-02-26,San Isidro,Americas
Bras d'Or Yacht Club,Canada,1904-07-26,Baddeck,Americas
Charlottetown Yacht Club,Canada,1922-01-01,Charlottetown,Americas
Harlem Yacht Club,United States of America,1883-06-01,City Island,North America
Dartmouth Yacht Club,Canada,1962-01-01,Dartmouth,North America
Carmel Sailing Community,Israel,2014-01-01,Haifa,Asia
Seven Feet Yacht Club,Russia,2000-01-01,Vladivostok,Asia
Aarhus Sejlklub,Denmark,1880-07-27,Aarhus,Europe
Royal Gothenburg Yacht Club,Sweden,1860-01-01,Gothenburg,Europe
Barrachois Harbour Yacht Club,Canada,1996-04-17,"Barrachois, Colchester County",Americas
Armdale Yacht Club,Canada,1947-01-01,Halifax,Americas
Bay of Quinte Yacht Club,Canada,1876-01-01,Belleville,Americas
Britannia Yacht Club,Canada,1887-01-01,Ottawa,Americas
Cowan Lake Sailing Association,United States of America,1954-01-01,Ohio,Americas
Dobson Yacht Club,Canada,1953-01-01,"Westmount, Nova Scotia",North America
