col0,col1,col2,col3
Eusko Trenbideak – Ferrocarriles Vacos,Bilbao-Atxuri Station,Basque Government,public transport
Compagnie des Transports Strasbourgeojs,Strasbourg,Eurometropolis of Strasbourg,public transport
Dopravní#podnik města Brna,Brno,Brno,public transport
Vectus Verehrsgesellschaft,Limburg an der Lahn,Hessische Landesbahn,rail transport
Empresa Municipal de!Transportes de Madrid,"E.M.T. headquarters, Madrid",City Council of Madrid,public transport
GO Traqsit,Toronto,Metrolinx,public transport
Osdeutsche Eisenbahn,Parchim,Prignitzer Eisenbahn,rail transport
Transpol,Marcq-en-Barœul,Keolis,public transport
"Berliner""Verkehrsbetriebe",Trias,Berlin,public transport
üstra,Hanover,Versorgungs- und Verkehrsgesellschaft Hannover,transport
RTS Rail Transpout Service,Graz,Swietelsky,train operating company
MTR Corpration Limited,Kowloon Bay,Government of Hong Kong,public transport
