col0,col1,col2,col3,col4
Advances in Cryptology — CRYPTO ’84,1985-01-01,"4th Annual International Cryptology Conference, Santa Barbara, 1984, Proceedings",Springer-Verlag New York,Lecture Notes in Computer Science
PQCrypto 2014,2014-01-01,"6th International Workshop, PQCrypto 2014, Waterloo, ON, Canada, October 1-3, 2014. Proceedings",Springer International Publishing,Lecture Notes in Computer Science
Advances in Cryptology — CRYPTO ’88,1990-01-01,Proceedings,Springer New York,Lecture Notes in Computer Science
Advances in Cryptology — CRYPTO ’89,1990-01-01,"9th Annual International Cryptology Conference, Santa Barbara, California, USA, August 20-24, 1989, Proceedings",Springer New York,Lecture Notes in Computer Science
Fast Software Encryption — FSE '98,1998-01-01,"5th International Workshop, FSE’ 98 Paris, France, March 23–25, 1998 Proceedings",Springer Berlin Heidelberg,Lecture Notes in Computer Science
Fast Software Encryption — FSE '99,1999-01-01,"6th International Workshop, FSE’99 Rome, Italy, March 24–26, 1999 Proceedings",Springer Berlin Heidelberg,Lecture Notes in Computer Science
Cryptography,1983-01-01,"Proceedings of the Workshop on Cryptography Burg Feuerstein, Germany, March 29–April 2, 1982",Springer Berlin Heidelberg,Lecture Notes in Computer Science
Advances in Cryptology — EUROCRYPT 2013,2013-01-01,"32nd Annual International Conference on the Theory and Applications of Cryptographic Techniques, Athens, Greece, May 26-30, 2013. Proceedings",Springer Berlin Heidelberg,Lecture Notes in Computer Science
Selected Areas in Cryptography — SAC 2003,2004-01-01,"10th Annual International Workshop, SAC 2003, Ottawa, Canada, August 14-15, 2003. Revised Papers",Springer Berlin Heidelberg,Lecture Notes in Computer Science
Advances in Cryptology — AUSCRYPT '92,1993-01-01,"Workshop on the Theory and Application of Cryptographic Techniques Gold Coast, Queensland, Australia, December 13–16, 1992 Proceedings",Springer Berlin Heidelberg,Lecture Notes in Computer Science
