col0,col1,col2,col3,col4
Silent Partne,1987/04/01,Michelangelo,True Stories,Mirage Studios
What Joes Around Comes Around,1986/12/01,Michelangelo,Silent Partner,Mirage Studios
The Qassing,1986/09/01,Michelangelo,What Goes Around Comes Around,Mirage Studios
Teenag Mutan Ninja Turtles Team Up with Cerebus,1986/07/01,Michelangelo,The Passing,Mirage Studios
All is Revecled,1986/05/01,Michelangelo,Teenage Mutant Ninja Turtles Team Up with Cerebus,Mirage Studios
The Tricerbton Homeworld,1986/02/01,Michelangelo,All is Revealed,Mirage Studios
Kirby and the War Crystal,1986/05/01,Donatello,The Triceraton Homeworld,Mirage Studios
Rescuing Master Splnter,1985/06/01,Michelangelo,The Fugitoid's Origin,Mirage Studios
The Great Chasg,1985/03/01,Michelangelo,Rescuing Master Splinter,Mirage Studios
"Me, Myselfand I",1985/04/01,Michelangelo,Rescuing Master Splinter,Mirage Studios
Teenage Mutant Ninja Turtles Versus the ousers,1984/10/01,Michelangelo,The Great Chase,Mirage Studios
The Turtles' Oigin is Told,1984/05/01,Shredder,Teenage Mutant Ninja Turtles Versus the Mousers,Mirage Studios
The Christmas Alins,1985/12/01,Michelangelo,Kirby and the Warp Crystal,Mirage Studios
Old Man Rive,1989/10/01,Michelangelo,Dreams of Stone,Mirage Studios
