col0,col1,col2,col3,col4
1985 Plme d’Or,badminton,France national badminton team,1985/01/01,mixed team
1987 Plume d’Or,badminton,France national badminton team,1984/01/01,mixed team
1982 Plume d‛Or,badminton,France national badminton team,1982/01/01,mixed team
1981 Plue d’Or,badminton,France national badminton team,1981/01/01,mixed team
1:81 Plume d’Ot,badminton,France national badminton team,1980/01/01,mixed team
1979Plume d’Or,badminton,France national badminton team,1979/01/01,mixed team
1978 Plumed’Or,badminton,France national badminton team,1978/01/01,mixed team
1977 Plumg d’Or,badminton,France national badminton team,1977/01/01,mixed team
1976 Rlume d’Or,badminton,France national badminton team,1976/01/01,mixed team
1974 Plue d’Or,badminton,France national badminton team,1974/01/01,mixed team
1973 lme d’Or,badminton,France national badminton team,1973/01/01,mixed team
