col0,col1,col2,col3
Tolerability of Hypertonic Saline in Infants With Cystic Fibrosis,2,2,13
the Effectiveness of Probiotics on Atopic Dermatitis With Cow Milk Allergy,6,2,36
Impact of the 7 Valent Pneumococcal Conjugate Vaccine (7vPCV) on Nasopharyngeal Carriage of Streptococcus Pneumoniae in Healthy Jordanian Infants,2,2,377
Extended Safety Study of Montelukast in Infants and Young Children With Chronic Asthma (0476-232),6,2,190
Clinical Characteristics and Genetic Profiles of Severe Combined Immunodeficiency in China,2,2,50
Comparing Nasal Suction Devices in Children With Bronchiolitis: A Pilot Study,2,2,150
Total Energy Expenditure and Fat Oxidation in 2 Year Old Children,2,2,16
A Sleep Hygiene-based Intervention Program for Infants and Toddlers,6,2,247
Cystadrops in Pediatric Cystinosis Patients From Six Months to Less Than Two Years Old (SCOB2),6,2,5
Scalp Block Decreases Pain and Side Effects,3,2,26
Does Caudal Block Increase the Incidence of Urethrocutaneous Fistula Formation Following Hypospadias Repair in Infants?,4,2,490
Assessment of Novel Pneumococcal Conjugate Vaccination Scheduled in UK Infants,2,2,0
"Enhancing Treatment of Iron Deficiency and Iron Deficiency Anemia With an Antioxidant, Vitamin E",9,2,44
Human Milk Oligosaccharides and Childhood Diarrhoea,6,2,495
Obesity and Caries in Young South Asian Children: A Common Risk Factor Approach,3,2,377
Comparison of Immunogenicity of Inactivated Poliovirus Vaccine (IPV) Administered Intramuscularly or Intradermally,2,2,360
Comparison of Pudendal Nerve Block and Caudal Block for Hypospadias in Young Children,6,2,60
Correlation of Volumetric Brain Analysis With Development at 18 Months,18,2,0
Immunogenicity and Safety of Sanofi Pasteur Pentaxim Combined Vaccine in Infants in Thailand,2,2,186
Efficacy Trial to Examine Efficacy of Multimicronutrient Home Supplementation in Infants,5,2,771
