col0,col1,col2,col3
University of Puget Sound,Scholarly Publishing and Academic Resources Coalition,Washington,"four-year, full-time, more selective, lower transfer-in"
Hope College,Center for Research Libraries,Michigan,"four-year, full-time, more selective, lower transfer-in"
Evergreen State College,Council of Public Liberal Arts Colleges,Olympia,"four-year, full-time, selective, higher transfer-in"
Hampshire College,Five College Consortium,Massachusetts,"four-year, full-time, inclusive, lower transfer-in"
Willamette University,Scholarly Publishing and Academic Resources Coalition,Salem,high undergraduate
Hendrix College,Annapolis Group,Conway,very high undergraduate
Evergreen State College,Council of Public Liberal Arts Colleges,Olympia,very high undergraduate
Reed College,Digital Library Federation,Portland,very high undergraduate
Rhodes College,Coalition for Networked Information,Tennessee,very high undergraduate
University of Puget Sound,Scholarly Publishing and Academic Resources Coalition,Washington,very high undergraduate
