col0,col1,col2
Itapetinga Radio Observatory,Itapetinga Radio Telescope,1970-01-01
Kopernik Space Center,E. Jay Sarton Telescope,1974-06-16
Hartebeesthoek Radio Astronomy Observatory,HartRAO 26m Radio Telescope,1961-01-01
Adolphson Observatory,Trubeck Telescope,2013-01-01
Taeduk Radio Astronomy Observatory,Taeduk 14m radio telescope,1986-10-01
Gauribidanur Radio Observatory,Gauribidanur Radio Heliograph,1976-01-01
Devasthal Observatory,3.6m Devasthal Optical Telescope,1998-01-01
Kilpisjärvi Atmospheric Imaging Receiver Array,KAIRA HBA,2011-01-01
Haystack Observatory,Millstone Hill Observatory,1960-01-01
Beijing Astronomical Observatory,Xinglong Station,1958-01-01
Murchison Radio-astronomy Observatory,Murchison Widefield Array,2009-01-01
Haleakala Observatory,Pan-STARRS,1961-01-01
Yunnan Astronomical Observatory,Lijiang 2.4m Telescope,1938-01-01
Big Bear Solar Observatory,Goode Solar Telescope,1969-01-01
Onsala Space Observatory,Onsala Space Observatory 20 m telescope,1949-01-01
Algonquin Radio Observatory,Algonquin 46m radio telescope,1959-01-01
Dominion Radio Astrophysical Observatory,Canadian Hydrogen Intensity Mapping Experiment,1960-01-01
Cerro Tololo Inter-American Observatory,Southern Astrophysical Research Telescope,1962-01-01
Fred Lawrence Whipple Observatory,MMT Observatory,1968-01-01
Las Campanas Observatory,Giant Magellan Telescope,1971-01-01
