col0,col1,col2
Deutscher Landfrauenverband,European Movement Germany,registered association
Deutscher Juristinnenbund,European Movement Germany,registered association
Deutsche Vereinigung für Sportwissenschaft,German Olympic Sports Confederation,registered association
Deutsche Gesellschaft für Sportmedizin und Prävention,German Olympic Sports Confederation,registered association
DEHOGA,Confederation of German Employers' Associations,registered association
Japan Professional Photographers Society,apan Photographic Copyright Association,Public Interest Incorporated Associations
Verband der Restauratoren,Deutscher Kunstrat,registered association
Allianz pro Schiene,Initiative Transparent Civil Society,registered association
German U15,Informationsdienst Wissenschaft e.V.,registered association
Verband unabhängiger Musikunternehmen e.V.,Deutscher Musikrat,registered association
Verkehrsclub Deutschland,Bundesnetzwerk Bürgerschaftliches Engagement,registered association
Allianz der öffentlichen Wasserwirtschaft,Deutsche Vereinigung des Gas- und Wasserfaches,registered association
Wirtschaftsverband Erdöl- und Erdgasgewinnung,BDI,registered association
Association des Guides et Scouts d'Europe,International Union of Guides and Scouts of Europe,voluntary association
Bund Deutscher Buchbinder-Innungen,Zentralverband des Deutschen Handwerks,registered association
