col0,col1,col2,col3,col4
Soviet Union at the 1956 Summer Olympics,Soviet Union,Olympic sport,Soviet Union at the 1960 Summer Olympics,Alexey Medvedev
Finland at the 1948 Winter Olympics,Finland,Olympic sport,Finland at the 1952 Winter Olympics,Pekka Vanninen
Morocco at the 2010 Winter Olympics,Morocco,Olympic sport,Morocco at the 2014 Winter Olympics,Samir Azzimani
Finland at the 2014 Winter Olympics,Finland,winter sport,Finland at the 2018 Winter Olympics,Enni Rukajärvi
Mozambique at the 2004 Summer Olympics,Mozambique,Olympic sport,Mozambique at the 2008 Summer Olympics,Kurt Couto
Finland at the 2006 Winter Olympics,Finland,Olympic sport,Finland at the 2010 Winter Olympics,Janne Lahtela
Netherlands at the 1952 Winter Olympics,Netherlands,winter sport,Netherlands at the 1956 Winter Olympics,Wim van der Voort
Finland at the 1932 Winter Olympics,Finland,winter sport,Finland at the 1936 Winter Olympics,Ossi Blomqvist
Finland at the 1988 Winter Olympics,Finland,winter sport,Finland at the 1992 Winter Olympics,Pertti Niittylä
Italy at the 1960 Winter Olympics,Italy,winter sport,Italy at the 1964 Winter Olympics,Bruno Alberti
Mozambique at the 2000 Summer Olympics,Mozambique,Olympic sport,Mozambique at the 2004 Summer Olympics,Jorge Duvane
Norway at the 1960 Winter Olympics,Norway,winter sport,Norway at the 1964 Winter Olympics,Knut Johannesen
Finland at the 1998 Winter Olympics,Finland,winter sport,Finland at the 2002 Winter Olympics,Janne Ahonen
Soviet Union at the 1952 Summer Olympics,Soviet Union,Olympic sport,Soviet Union at the 1956 Summer Olympics,Jakov Kuzenko
Morocco at the 2014 Winter Olympics,Morocco,winter sport,Morocco at the 2018 Winter Olympics,Adam Lamhamedi
Netherlands at the 1928 Winter Olympics,Netherlands,Olympic sport,Netherlands at the 1936 Winter Olympics,Edwin Louis Teixeira de Mattos
Finland at the 1924 Winter Olympics,Finland,winter sport,Finland at the 1928 Winter Olympics,Armas Palamaa
Russia at the 2010 Winter Olympics,Russia,Olympic sport,Russia at the 2014 Winter Olympics,Aleksey Morozov
Czechoslovakia at the 1980 Winter Olympics,Czechoslovakia,winter sport,Czechoslovakia at the 1984 Winter Olympics,Bohuslav Ebermann
Czechoslovakia at the 1976 Winter Olympics,Czechoslovakia,Olympic sport,Czechoslovakia at the 1980 Winter Olympics,Oldřich Machač
