col0,col1,col2,col3
Stiftung Familienunternehmen,Germany,2002-01-01,Brun-Hagen Hennerkes
HazteOir.org,Spain,2001-01-01,Ignacio Arsuaga
TU9,Germany,2006-01-26,Horst Hippler
Bund Deutscher Architekten,Germany,1903-06-21,Otto Bartning
American Legislative Exchange Council,United States of America,1973-01-01,John Piscopo
Australians for Constitutional Monarchy,Australia,1992-06-04,David Flint
Bund der Historischen Deutschen Schützenbruderschaften,Germany,1928-01-01,Emanuel Prinz zu Salm-Salm
Bund für Umwelt und Naturschutz Deutschland,Germany,1975-07-20,Hubert Weiger
Bundesverband Erneuerbare Energie,Germany,1991-01-01,Simone Peter
Bundesverband Deutscher Zeitungsverleger,Germany,1954-01-01,Mathias Döpfner
German Aerospace Industries Association,Germany,1951-01-01,Hanns-Arnt Vogels
Bundesverband der Freien Berufe,Germany,1949-01-01,Wolfgang Ewer
Deutscher Fischerei-Verband,Germany,1870-01-01,Holger Ortel
Deutscher Bauernverband,Germany,1948-01-01,Joachim Rukwied
German Atlantic Society,Germany,1956-01-01,Christian Schmidt
