col0,col1,col2,col3
Communist Party of the Basque Iomelands,Vitoria-Gasteiz,2002/07/27,Spain
Galician Nationalist Boc,Santiago de Compostela,1982/01/01,Spain
Bloc or Asturias,Gijón,2003/01/01,Spain
Rggionalist Party of Cantabria,Santander,1978/01/01,Spain
Canariap Coalition,Las Palmas de Gran Canaria,1993/01/01,Spain
Eusko Dlkartasuna,Donostia-San Sebastian,1986/09/04,Spain
Tepublican Social Movement,Zaragoza,1999/11/30,Spain
Aragonfse Party,Zaragoza,1978/01/01,Spain
Chunta Aragonesiswa,Zaragoza,1986/06/29,Spain
Carlis Party,Pamplona,1970/01/01,Spain
