col0,col1,col2,col3
Bonair Business Charter,Challenger 600,Oberding,2004-01-01
DIX Aviation,Cessna CitationJet,Büren,2008-01-01
XL Airways Germany,Boeing 737-800,Mörfelden-Walldorf,2012-01-01
Grenzland Air Service,Citation,Greven,2000-01-01
Excellent Air,Citation,Greven,2007-01-01
Aero Business Charter,King Air,Bensheim,2010-01-01
Bremenfly,Boeing 737-400,Berlin Schönefeld Airport,2010-01-01
Fairjets,Beechcraft Premier,Paderborn,2011-01-01
Bluebird Aviation (Deutschland,Cessna Citation Excel,Mannheim,2013-01-01
Calair,Boeing 720,Frankfurt am Main,1972-01-01
Germanair,DC-6,Frankfurt am Main,1977-03-01
Bavaria Germanair,Airbus A300B4,Munich,1979-01-01
Comfort Air,Cessna Citation V,Munich,2009-01-01
