col0,col1,col2
Biblioteca dels Safareigs,Biblioteques Municipals de Sabadell,Spain
Biblioteca de Ponent,Biblioteques Municipals de Sabadell,Spain
Biblioteca del Gremi de Fabricants de Sabadell,Gremi de Fabricants de Sabadell,Spain
Biblioteca Miquel Carreras,Fundació Bosch i Cardellach,Spain
Tecla Sala Central Library,Tecla Sala Metropolitan Cultural Centre,Spain
Public Library of Castellón,Biblioteca Pública del Estado,Spain
Biblioteca Aragón,Biblioteca Pública del Estado,Spain
Library of La Rioja,Biblioteca Pública del Estado,Spain
MACBA's library,Barcelona Museum of Contemporary Art,Spain
Watsonville Main Library,Watsonville Public Library,United States of America
Trinity County Free Library,Trinity County Library,United States of America
Siskiyou County Free Library Yreka,Siskiyou County Library,United States of America
