col0,col1,col2,col3,col4,col5
Hofit,Hefer Valley Regional Council,1955-01-01,16,community settlement,Israel
Karmei Yosef,Gezer Regional Council,1984-01-01,228,community settlement,Israel
Ganei Hadar,Gezer Regional Council,1958-01-01,77,community settlement,Israel
Korazim,Mevo'ot HaHermon Regional Council,1983-01-01,179,community settlement,Israel
Nitzan Bet,Hof Ashkelon Regional Council,2007-01-01,43,community settlement,Israel
Oshrat,Mateh Asher Regional Council,1983-01-01,58,community settlement,Israel
Givat Ela,Jezreel Valley Regional Council,1988-01-01,265,community settlement,Israel
Dolev,Mateh Binyamin Regional Council,1983-01-01,610,community settlement,Israel
Geva Binyamin,Judea and Samaria Area,1984-01-01,655,community settlement,Israel
Tzur Hadassah,Mateh Yehuda Regional Council,1960-01-01,747,community settlement,Israel
Ma'ale Tzviya,Misgav Regional Council,1979-01-01,257,community settlement,Israel
Gilon,Misgav Regional Council,1980-01-01,295,community settlement,Israel
