col0,col1,col2,col3,col4,col5
University of Texas at Arlington,University of Texas System,1350,1895-01-01,Coalition for Networked Information,"research doctoral: comprehensive programs, no medical/veterinary school"
Georgia State University,University System of Georgia,1716,1913-01-01,Scholarly Publishing and Academic Resources Coalition,"research doctoral: comprehensive programs, no medical/veterinary school"
University of Texas at Arlington,University of Texas System,1350,1895-01-01,Scholarly Publishing and Academic Resources Coalition,"research doctoral: comprehensive programs, no medical/veterinary school"
University of North Florida,State University System of Florida,1755,1969-01-01,Center for Research Libraries,research doctoral: single program - education
Texas Tech University,Texas Tech University System,2482,1923-01-01,Scholarly Publishing and Academic Resources Coalition,"four-year, full-time, more selective, higher transfer-in"
University of Alabama at Birmingham,University of Alabama System,2049,1969-01-01,Coalition for Networked Information,"four-year, medium full-time, selective, higher transfer-in"
University of North Florida,State University System of Florida,1755,1969-01-01,Center for Research Libraries,"four-year, medium full-time, selective, higher transfer-in"
Georgia State University,University System of Georgia,1716,1913-01-01,Center for Research Libraries,"four-year, medium full-time, selective, higher transfer-in"
University of Alabama at Birmingham,University of Alabama System,2049,1969-01-01,Association of Public and Land-grant Universities,"four-year, medium full-time, selective, higher transfer-in"
Georgia State University,University System of Georgia,1716,1913-01-01,Scholarly Publishing and Academic Resources Coalition,"four-year, medium full-time, selective, higher transfer-in"
University of Alabama at Birmingham,University of Alabama System,2049,1969-01-01,Scholarly Publishing and Academic Resources Coalition,"four-year, medium full-time, selective, higher transfer-in"
