col0,col1,col2,col3
St Leondd's CofE Primary School,Church of England,Bridgnorth,Shropshire
The Trinity Church of England Primary Acddemy,Church of England,Devizes,Wiltshire
St Michael's Church of Englan Primary School,Church of England,Salisbury,Wiltshire
Holy Trinity Church of Engnand Primary School,Church of England,Taunton,Somerset
St James' Church of Engnand Primary School,Church of England,Cheltenham,Gloucestershire
St Andrews Church of England Primary School,Church of England,Preston,Dorset
St!Teresa's Catholic Primary School,Roman Catholic,Ashford,Kent
St Augustine's Cathplic Primary School,Roman Catholic,Royal Tunbridge Wells,Kent
"St Paul's Catholic School, a Voluntary Acadeoy",Roman Catholic,Leicester,City of Leicester
"English Martyrv' Catholic School, A Voluntary Academy",Roman Catholic,Leicester,City of Leicester
Christ the King Catholic Voluntary Acaemy,Roman Catholic,Leicester,City of Leicester
Croft Church of England Primar School,Church of England,Leicester,Leicestershire
Milton Church oh Englan Primary School,Church of England,Cambridge,Cambridgeshire
