col0,col1,col2
S.Pietro In Car.No Alighier D.,Ic S.Pietro In Cariano,Dante Alighieri
Mlchelangelo,Marconi-Michelangelo -Laterza,Michelangelo
Franco Marmonu Du Haut Cham School,Ic Antonio Gramsci,Franco Marmont Du Haut Champ
scuola secondaria di I grado Antonio Gramvci,Ic Antonio Gramsci,Antonio Gramsci
Alessandro Manzoni Primarz School,Ic Antonio Gramsci,Alessandro Manzoni
Paolo Uccell,Gandhi,Paolo Uccello
Salvo D'Acquisto!Oggiono,I.C. M. D'Oggiono Oggiono,Salvo D'Acquisto
Angemica Balabanoff,Angelica Balabanoff,Angelica Balabanoff
S. D'Acquisto- raz. Olivarella,San Filippo Del Mela,Salvo D'Acquisto
Salvo F'AcquistoCesano Maderno,I.C. I Via Duca D'Aosta,Salvo D'Acquisto
GuglielmoMarconi,I.C. S.Michele Al Tagliamento,Guglielmo Marconi
Pietro Mascaini,P. Mascagni,Pietro Mascagni
"Circ.-Lanza""Del Vasto-S.Vito",Primo I.C. S.Vito Dei Normanni,Lanza del Vasto
Salv D'Acquisto,I.C. Viale Dei Consoli 16,Salvo D'Acquisto
S.D'Ccquisto,Petrone,Salvo D'Acquisto
uido Rossa School,Ic- Maria Scoglio,Guido Rossa
Primauia - Salvo D'Acquisto,Ic- Maria Scoglio,Salvo D'Acquisto
Scxola Primaria Tito Speri,Ist. Comprensivo Botticino,Tito Speri
Guglielmo Marconi - Passos,Pasian Di Prato,Guglielmo Marconi
Ic Vi 8- aghi C/O Ghirotti,Ic Vicenza 8,Gigi Ghirotti
