col0,col1,col2
voie B/11,France,11th arrondissement of Paris
voie B/10,France,10th arrondissement of Paris
avenue Beaucour,France,8th arrondissement of Paris
allée Marie-Laurent,France,20th arrondissement of Paris
allée Georges-Rouault,France,20th arrondissement of Paris
allée Alquier-Debrousse,France,20th arrondissement of Paris
allée des Mauves,France,20th arrondissement of Paris
allée des Cardinoux,France,19th arrondissement of Paris
allée de Fontainebleau,France,19th arrondissement of Paris
allée Pierre-Mollaret,France,19th arrondissement of Paris
allée Marius-Barroux,France,19th arrondissement of Paris
