col0,col1,col2
NOW Platform,Dignity and Truth Platform Party,2018-12-16
Leftwing Movement-UPMcat,Leftwing Movement,2019-01-01
Grupo Común da Esquerda,Podemos,2019-03-15
Unidas Podemos Izquierda Unida Madrid en Pie,Podemos,2019-04-12
Veus Progressistes,Més per Mallorca,2019-01-01
Ahora Canarias,Unity of the People,2019-01-01
Adelante Andalucía,Equo,2018-06-07
Union of Right-Wing Parties,The Jewish Home,2019-02-21
Junts per Catalunya-Junts,Democratic Convergence of Catalonia,2019-03-13
Madrid En Pie Municipalista,United Left,2019-01-01
ADÑ - Spanish Identity,National Democracy,2018-01-01
Españoles Bajo el Separatismo,España 2000,2003-01-01
Unidas Podemos,Batzarre,2019-03-15
Navarra Suma,People's Party,2019-03-11
European Coalition,Civic Platform,2019-02-01
Esquerra Republicana de Catalunya - Sobiranistes,Republican Left of Catalonia,2019-01-01
Republics Now,Republican Left of Catalonia,2019-01-01
Candidatura d'Unitat Popular-Alternativa d'Esquerres,Popular Unity Candidacy,2012-01-01
Vallée d'Aoste,Democratic Party,2018-01-01
More Europe,Italian Radicals,2017-11-23
