col0,col1,col2,col3,col4
Comarcal Council of Vall d'Aran,Spain,1988-03-09,Val d'Aran,comarcal councillor of Vall d'Aran
Comarcal Council of Segarra,Spain,1988-03-09,Segarra,comarcal councillor of Segarra
Comarcal Council of Garrigues,Spain,1988-03-09,Garrigues,comarcal councillor of Garrigues
Comarcal Council of Segrià,Spain,1988-03-09,Segrià,comarcal councillor of Segrià
Comarcal Council of Osona,Spain,1988-03-09,Osona,comarcal councillor of Osona
Comarcal Council of Berguedà,Spain,1988-03-09,Berguedà,comarcal councillor of Berguedà
Comarcal Council of Pallars Jussà,Spain,1988-03-09,Pallars Jussà,comarcal councillor of Pallars Jussà
Comarcal Council of Terra Alta,Spain,1988-03-09,Terra Alta,comarcal councillor of Terra Alta
Comarcal Council of Moianès,Spain,2015-07-20,Moianès,comarcal councillor of Moianès
Comarcal Council of Alta Ribagorça,Spain,1988-07-27,Alta Ribagorça,comarcal councillor of Alta Ribagorça
Comarcal Council of Ribera d'Ebre,Spain,1988-03-09,Ribera d'Ebre,comarcal councillor of Ribera d'Ebre
Comarcal Council of Priorat,Spain,1988-03-09,Priorat,comarcal councillor of Priorat
Comarcal Council of Alt Penedès,Spain,1988-03-09,Alt Penedès,comarcal councillor of Alt Penedès
