col0,col1,col2
Salem County,1694-01-01,New Jersey
Ocean County,1850-01-01,New Jersey
Warren County,1824-01-01,New Jersey
Gloucester County,1686-01-01,New Jersey
Union County,1857-01-01,New Jersey
Hunterdon County,1714-01-01,New Jersey
Monmouth County,1683-03-07,New Jersey
Somerset County,1688-01-01,New Jersey
Morris County,1739-01-01,New Jersey
Atlantic County,1837-02-01,New Jersey
Cumberland County,1748-01-30,New Jersey
Camden County,1844-03-13,New Jersey
Cape May County,1685-01-01,New Jersey
Mercer County,1838-01-01,New Jersey
Middlesex County,1683-03-07,New Jersey
Sussex County,1753-06-08,New Jersey
Passaic County,1837-02-07,New Jersey
Hudson County,1840-02-22,New Jersey
Burlington County,1694-01-01,New Jersey
Essex County,1683-03-07,New Jersey
