col0,col1,col2,col3,col4,col5
Orunia-Św. Wojciech-Lipce,dzielnica,14136,Gdańsk,8,Olszynka
Siedlce,dzielnica,12842,Gdańsk,30,Wzgórze Mickiewicza
Letnica,dzielnica,1298,Gdańsk,1,Wrzeszcz Dolny
Brzeźno,dzielnica,12098,Gdańsk,3,Gdańsk Bay
Nowy Port,dzielnica,9540,Gdańsk,2,Gdańsk Bay
Oliwa,dzielnica,15374,Gdańsk,26,VII Dwór
VII Dwór,dzielnica,3553,Gdańsk,30,Strzyża
Rudniki,dzielnica,1118,Gdańsk,0,Śródmieście
Przymorze Wielkie,dzielnica,27165,Gdańsk,6,Brzeźno
Piecki-Migowo,dzielnica,27265,Gdańsk,101,Brętowo
Matarnia,dzielnica,5939,Gdańsk,146,Oliwa
Kokoszki,dzielnica,9693,Gdańsk,135,Matarnia
