col0,col1,col2,col3
Freenet AG,2007-03-02,Aktiengesellschaft,Büdelsdorf
Bionicon,2002-01-01,GmbH,Rottach-Egern
Elektrostal Machine-Building Plant,1917-01-01,joint-stock company,Elektrostal
MKB Fakel,1953-11-20,joint-stock company,Khimki
Russian Shipyard Number 10,1935-01-01,joint-stock company,Polyarny
Tactical Missiles Corporation,2002-01-01,joint-stock company,Korolyov
Air Asia,1955-01-01,joint-stock company,Tainan
Kumagawa Railroad Yunomae Line,1989-04-26,joint-stock company,Kumamoto Prefecture
Zvezda shipyard,1954-01-01,joint-stock company,Bolshoy Kamen
Angarsk Electrochemical Combine,1954-03-10,joint-stock company,Angarsk
Weidmann Holding AG,1877-01-01,Aktiengesellschaft,Rapperswil-Jona
AEK Energie,1894-01-01,Aktiengesellschaft,Solothurn
4B Holding,1962-01-01,Aktiengesellschaft,Zug
Zur Rose AG,1993-01-01,Aktiengesellschaft,Steckborn
Stadler Rail,1942-01-01,Aktiengesellschaft,Bussnang
3A Composites,1956-01-01,Aktiengesellschaft,Sins
AUTRONIC,1971-01-01,Aktiengesellschaft,Dübendorf
Tod's S.p.A.,1978-01-01,S.p.A.,Sant'Elpidio a Mare
Geox,1995-01-01,S.p.A.,Montebelluna
Zwahlen et Mayr,1881-01-01,Aktiengesellschaft,Aigle
