col0,col1,col2,col3,col4
BM Valladolid,1975-01-01,handball,Liga ASOBAL,Spain
FC Barcelona Handbol,1942-01-01,handball,Liga ASOBAL,Spain
CB Ademar León,1956-01-01,handball,Liga ASOBAL,Spain
SDC San Antonio,1981-01-01,handball,Liga ASOBAL,Spain
Drøbak-Frogn IL,1946-04-06,association football,2. Divisjon,Norway
Al-Arabi,1958-01-01,handball,Saudi Handball League Div. 1,Saudi Arabia
RK Vojvodina,1948-01-01,handball,Handball League of Serbia,Serbia
AS Săvinești,1969-01-01,handball,Liga Naţională,Romania
SC Magdeburg,1955-01-01,handball,Handball-Bundesliga,Germany
G.S. Esperos Lamias,2007-01-01,athletics,Greek C Basketball League,Greece
København Håndbold,2013-01-01,handball,Danish Women's Handball League,Denmark
GOG Håndbold,2005-01-01,handball,Danish Handball League,Denmark
Skanderborg Håndbold,1982-01-01,handball,Danish Handball League,Denmark
Maccabi Rishon LeZion,1950-01-01,handball,Israeli Handball League,Israel
ZTR Zaporizhia,1966-01-01,handball,USSR Men's Handball Championship,Ukraine
