col0,col1,col2,col3,col4
Taiyō,World War II,Imperial Japanese Navy,Mitsubishi Heavy Industries,Empire of Japan
Unyō,World War II,Imperial Japanese Navy,Mitsubishi Heavy Industries,Empire of Japan
Chūyō,World War II,Imperial Japanese Navy,Mitsubishi Heavy Industries,Empire of Japan
HMS Trouncer,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United Kingdom
HMS Tracker,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United Kingdom
HMS Ravager,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United Kingdom
HMS Speaker,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United Kingdom
HMS Avenger,World War II,Royal Navy,Sun Shipbuilding & Drydock Co.,United Kingdom
HMS Biter,World War II,Royal Navy,Sun Shipbuilding & Drydock Co.,United Kingdom
HMS Nairana,World War II,Royal Navy,John Brown & Company,United Kingdom
HMS Activity,World War II,Royal Navy,Caledon Shipbuilding & Engineering Company,United Kingdom
HMS Campania,World War II,Royal Navy,Harland and Wolff,United Kingdom
HMS Audacity,World War II,Royal Navy,Bremer Vulkan,United Kingdom
HMS Striker,World War II,United States Navy,Western Pipe and Steel Company,United States of America
HMS Attacker,World War II,United States Navy,Western Pipe and Steel Company,United States of America
HMS Stalker,World War II,United States Navy,Western Pipe and Steel Company,United States of America
USS Barnes,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United States of America
HMS Trumpeter,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United States of America
HMS Smiter,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United States of America
HMS Slinger,World War II,United States Navy,Seattle-Tacoma Shipbuilding Corporation,United States of America
