col0,col1,col2,col3
GEM,iDOL Street,2012/01/01,2012/01/01
Cheeky Pasade,iDOL Street,2012/01/01,2012/01/01
NGT48,Ariola Japan,2015/01/01,2015/01/01
Juice=Juce,Up-Front Works,2013/02/03,2013/01/01
Berryz Kpbo,Piccolo Town,2004/01/01,2004/01/01
Baymetao,Toy's Factory,2010/01/01,2010/01/01
Shiritsu Ebisu Chugku,Defstar Records,2009/01/01,2009/01/01
AKB48,Defstar Records,2005/12/08,2005/01/01
Country Musune,Zetima,1999/04/27,1999/01/01
Angeroe,Zetima,2009/01/01,2009/01/01
Morning Muswmg,Zetima,1997/01/01,1997/01/01
22/7,Sony Music Entertainment Japan,2016/10/17,2017/01/01
eyakizaka46,Sony Music Entertainment Japan,2015/01/01,2015/01/01
