col0,col1,col2
LabLab UG,Global Open Science Hardware,Leipzig
Dairy Technology Annex,Central Experimental Farm,Ottawa
Centre for Research on French Canadian Culture,University of Ottawa,Ottawa
Felsenkeller shallow-underground accelerator laboratory,TU Dresden,Dresden
Text Lab,University of Chicago,Chicago
Centre de recherche et de documentation des Amériques,Institut des hautes études de l'Amérique latine,Paris
Dirck Gerritz Laboratory,Rothera Research Station,Antarctic Treaty area
IDEES,Normandy University,Mont-Saint-Aignan
Project Y,Los Alamos National Laboratory,Los Alamos County
Inria Saclay - Île-de-France Research Centre,Inria,Palaiseau
Howard Florey's laboratory,Sir William Dunn School of Pathology,Oxford
Mediterranean Agronomic Institute of Montpellier,International Centre for Advanced Mediterranean Agronomic Studies,Montpellier
CIRAD-FLHOR (Organization),Centre de coopération internationale en recherche agronomique pour le développement,Montpellier
Serin Physics Laboratory,Rutgers University,Piscataway
Laboratorio de Arqueología Milagro Gil-Mascarell,University of Valencia,Valencia
CEFRES,Instituts Français de Recherche à l'Etranger,Prague
Cornell University Center for Advanced Computing,Cornell University,Ithaca
Laboratoire de mathématiques de Lille - Paul Painlevé,Lille University of Science and Technology,Villeneuve-d'Ascq
Environmental Molecular Sciences Laboratory,Pacific Northwest National Laboratory,Washington
Canfranc Underground Laboratory,Unique Scientific and Technical Infrastructures,Canfranc
