col0,col1,col2,col3
Bank of Central African States,Central African CFA franc,Lucas Abaga Nchama,central bank
Deutsche Bundesbank,euro,Jens Weidmann,central bank
Federal Reserve System,United States dollar,Jerome Powell,central bank
National Bank of Angola,Angolan kwanza,Valter Filipe Duarte da Silva,central bank
Central Bank of the Republic of Turkey,Turkish lira,Murat Çetinkaya,bank
Bank Indonesia,Indonesian Rupiah,Agus Martowardojo,open-access publisher
Monetary Authority of Singapore,Singapore dollar,Tharman Shanmugaratnam,monetary authority
Bank Indonesia,Indonesian Rupiah,Agus Martowardojo,business
Central Bank of Paraguay,Paraguayan guaraní,Carlos Fernández Valdovinos,central bank
Central Bank of The Bahamas,Bahamian dollar,John A. Rolle,central bank
Bank of Jamaica,Jamaican dollar,Brian Wynter,central bank
