col0,col1,col2,col3,col4
Saxo-Tinkoff 2013,Tinkoff,cycling team season,Saxo-Tinkoff,Denmark
Saxo Bank-Tinkoff Bank 2012,Tinkoff,cycling team season,Saxo Bank,Denmark
Argos-Shimano 2013,Team Sunweb,cycling team season,Argos-Shimano,Netherlands
RadioShack-Nissan 2012,Trek-Segafredo,cycling team season,RadioShack-Nissan,Luxembourg
Quick Step 2008,Deceuninck-Quick-Step,cycling team season,Quick Step,Belgium
CSC 2007,Tinkoff,cycling team season,CSC,Denmark
CSC 2005,Tinkoff,cycling team season,CSC,Denmark
Garmin-Sharp 2012,EF Pro Cycling,cycling team season,Garmin-Barracuda,United States of America
Sky 2012,Team Ineos,cycling team season,Team Sky,United Kingdom
Orica-GreenEDGE 2012,Mitchelton-Scott,cycling team season,Orica-GreenEDGE,Australia
Saxo-Tinkoff 2013,Tinkoff,UCI ProTeam,Saxo-Tinkoff,Denmark
Saxo Bank-Tinkoff Bank 2012,Tinkoff,UCI ProTeam,Saxo Bank,Denmark
