col0,col1,col2
Colombia-Coldeportes,2012-01-01,2015-01-01
Preti Mangimi,2007-01-01,2008-01-01
Mitsubishi-Jartazi,2004-01-01,2008-01-01
NGC Medical-OTC Industria Porte,2006-01-01,2008-01-01
Sojasun,2009-01-01,2013-01-01
Champion System,2010-01-01,2013-01-01
Aurum Hotels,1996-01-01,2007-01-01
Crelan-Euphony,1989-01-01,2013-01-01
Kaiku,2005-01-01,2006-01-01
Wiesenhof-Felt,2001-01-01,2007-01-01
Fuerteventura-Canarias,2007-01-01,2007-01-01
Team 3C Casalinghi Jet Androni Giocattoli,2005-01-01,2006-01-01
