col0,col1,col2,col3,col4
Badminton Association of Thailand,badminton,Thailand,1950-01-01,Pathum Wan
Turkish Badminton Federation,badminton,Turkey,1991-01-01,Keçiören
Belgian Badminton Federation,badminton,Belgium,1947-01-01,Sprimont
Badminton Ireland,badminton,Ireland,1899-01-01,Blanchardstown
Danmarks Badminton Forbund,badminton,Denmark,1930-01-01,Brøndby Municipality
Fédération Française de Badminton,badminton,France,1979-01-01,Saint-Ouen-sur-Seine
Badminton England,badminton,United Kingdom,1934-01-01,Milton Keynes
Korean Badminton Association,badminton,South Korea,1957-01-01,Songpa District
USA Badminton,badminton,United States of America,1936-01-01,Anaheim
Badminton Nederland,badminton,Netherlands,1931-01-01,Nieuwegein
Badminton Federation of the Azerbaijan Republic,badminton,Azerbaijan,1996-01-01,Baku
Badminton Scotland,badminton,United Kingdom,1911-01-01,Glasgow
Badminton Association of Ghana,badminton,Ghana,1974-01-01,Accra
Persatuan Bulutangkis Seluruh Indonesia,badminton,Indonesia,1951-05-05,Jakarta
Deutscher Badminton-Verband,badminton,Germany,1953-01-01,Mülheim an der Ruhr
Spanish Badminton Federation,badminton,Spain,1985-01-01,Madrid
Badminton Canada,badminton,Canada,1921-01-01,Ottawa
Badminton Association of Malaysia,badminton,Malaysia,1964-01-01,Kuala Lumpur
Badminton Sweden,badminton,Sweden,1936-01-01,Stockholm
Philippine Badminton Association,badminton,Philippines,1952-01-01,Pasig
